1	645189
2	32
3	5184
4	20105
5	166249531
6	14406
7	571
8	162
9	9604
10	7203
11	7941996
12	7584
13	16
14	768
15	162
16	50000
17	683
18	361984
19	1875
20	1024
21	498783
22	512
23	1
24	1335518373
25	432998
26	620474
27	2577128
28	16253
29	20000
30	1024
31	6406339
32	5184
33	303750
34	1600000
35	303750
36	1024
37	162
38	8629700
39	1471990
40	19683
41	7324219
42	607500
43	32
44	1199464
45	717929
46	40000
47	16192512
48	20000
49	32
50	140431
51	16
52	1416224
53	7776
54	41089911
55	82112
56	1
57	307328
58	51560341
59	5772
60	128917
61	8037281657
62	936
63	83241
64	32
65	15570
66	18605165624
67	786432
68	162
69	5184
70	8588020
71	10309
72	16140
73	5184
74	1
75	1049760
76	7776
77	16
78	16807
79	124416
80	769316
81	240393
82	768
83	1024
84	32
85	16
86	7776
87	32
88	16384
89	3888
90	24576
91	1024
92	141822
93	6753
94	1024
95	87846
96	32
97	2666053
98	682848
99	32
100	9195
101	7776
102	3564
103	372513
104	16384
105	132485
106	16
107	1875
108	74790
109	48126
110	1875
111	1920000
112	162
113	3629
114	1964
115	81
116	113020
117	243
118	6506
119	2586545
120	32
121	12005
122	17550
123	171366
124	1875
125	4247384
126	9808254
127	9604
128	9765625
129	199927
130	243
131	3125
132	3555601762452
133	32
134	547344
135	512
136	300564
137	16
138	32
139	6480
140	1765600
141	243
142	1
143	1
144	243
145	32
146	243
147	1015203408
148	768
149	162
150	2500
151	32
152	512
153	1250
154	3125
155	235695344
156	3888
157	1
158	406296
159	5721072
160	694818
161	114984279
162	1
163	512
164	2500
165	136949
166	243
167	224959
168	180980
169	162
170	39366
171	1024
172	7776
173	60000
174	32
175	1024
176	116802030
177	32
178	1629907
179	512
180	16
181	163760
182	20070725
183	216413
184	124416
185	625
186	124416
187	5330928
188	1024
189	624206
190	15484
191	162
192	768
193	70628
194	32
195	1024
196	16147
197	156775
198	16
199	1962279
200	1476
201	5184
202	162
203	512
204	1422
205	3363
206	13018368
207	16
208	861289
209	8284
210	16073028
211	1270632
212	7311616
213	35584
214	32
215	81
216	3308
217	1
218	625
219	102540
220	648
221	82012500
222	512
223	1
224	531355
225	11219
226	39366
227	81
228	68682623107
229	6262
230	32
231	1875
232	32
233	1963
234	1875
235	2277530264
236	39366
237	69648
238	243
239	16384
240	99576
241	2401
242	25542416058
243	2510
244	81
245	7611293579
246	1173628544
247	66645675
248	559702
249	11019
250	126846
251	77454
252	21888426
253	63755384
254	5868072
255	171757
256	15665
257	1
258	1
259	32
260	165888
261	1
262	55
263	2500
264	1
265	23936
266	39366
267	136949
268	1109287
269	524288
270	768
271	243
272	243
273	1
274	255647
275	243
276	123496894
277	512
278	16
279	16
280	19156
281	9604
282	1
283	270264
284	9604
285	39366
286	32
287	4913
288	4293646
289	162
290	124089
291	32
292	32
293	32
294	2912418
295	1410255
296	767745
297	196772
298	32
299	702840
300	70002
301	1
302	32
303	1
304	1697395
305	2325214
306	32
307	190325433
308	512
309	16
310	32
311	11405650
312	32
313	81
314	32
315	420971156
316	162
317	49776
318	67059760
319	84322718172
320	1875
321	512
322	28407148
323	10836496
324	1
325	1015687
326	16
327	40000
328	32
329	393216
330	1250
331	14354
332	1
333	322087101
334	76452
335	3772572
336	28712898
337	3384
338	32453
339	16
340	32
341	16
342	230496
343	32
344	1424337
345	162
346	93875
347	22108278
348	16
349	768
350	365304
351	654261177
352	243
353	162
354	4169799
355	11254626
356	243
357	14763
358	512
359	3888
360	6480
361	2738880
362	350876704
363	243
364	81
365	1492
366	3268760
367	418
368	162
369	1
370	1
371	32
372	5183183
373	12005
374	8192
375	162
376	162
377	1364603
378	1080432
379	6056
380	3125
381	20511149
382	32
383	1
384	96259300039
385	1
386	222080
387	16
388	32
389	1
390	32
391	987
392	3890574
393	162
394	124416
395	512
396	5184
397	32439087
398	23117413
399	5184
400	28794
401	1188
402	1
403	5633818
404	462304
405	32
406	9458176896
407	63627300
408	14393164
409	1192434
410	1024
411	434130
412	23169890393
413	60106050
414	32
415	45222
416	243
417	512
418	124416
419	165888
420	435170879
421	16
422	5795712
423	40000
424	112158
425	4235
426	5184
427	9604
428	20000
429	32
430	3125
431	32
432	7203
433	1578592
434	162
435	60000
436	11835
437	9604
438	3318835
439	512
440	32
441	768
442	573178
443	16436137
444	3888
445	17098620
446	243
447	7776
448	7489
449	8187
450	1250
451	82944
452	2518569
453	1
454	20480
455	189536
456	7776
457	16655679
458	75565
459	1024
460	28086165
461	32
462	1538
463	1
464	1
465	60000
466	60000
467	3888
468	1250
469	1326558
470	380712
471	14673484156
472	1
473	32768
474	1
475	763735794
476	2500
477	1
478	243
479	243
480	768
481	9186983
482	761891
483	40310784
484	1387238679
485	12288
486	1102
487	1
488	1427
489	32
490	4785450
491	1
492	310848
493	7203
494	7776
495	1
496	102487
497	32
498	32
499	162
500	692582
501	1987
502	32
503	124416
504	23424
505	243
506	55036803
507	32
508	20461
509	16
510	5564
511	243
512	768
513	16807
514	100000
515	584689
516	9708
517	512
518	23946
519	16
520	243
521	243
522	16
523	8608
524	31538475
525	302632
526	32
527	56028
528	24576
529	162
530	32
531	243
532	1441500
533	1086
534	768
535	1050750
536	1
537	11418667725
538	16
539	32
540	495292
541	5596820
542	18906
543	44605
544	7776
545	1875
546	2500
547	560407904
548	38078
549	55969
550	80299
551	162
552	1
553	42445352
554	13301802763484
555	10527065
556	1182
557	162
558	60404864
559	2413350
560	1774406
561	264133
562	32
563	6594315
564	1
565	53876
566	100000
567	1259712
568	5593380
569	32
570	2089
571	9565938
572	16
573	397224
574	2462
575	1024
576	1
577	16
578	162
579	3200000
580	512
581	32
582	1216401
583	1828386
584	16384
585	6717899
586	15540
587	1
588	1875
589	1440000
590	49477696
591	39366
592	81
593	9612864
594	168492
595	1
596	71910
597	545200
598	32
599	32
600	243
601	243
602	32
603	16663685
604	269731
605	384435568
606	7776
607	32
608	165888
609	2592
610	1088
611	162
612	51056
613	1
614	1069636
615	22296
616	16
617	3888
618	74000
619	3268760
620	3125
621	594144
622	32
623	1024
624	512
625	230000
626	27064
627	5184
628	315178029
629	2592
630	59049
631	653672
632	162
633	32
634	7776
635	3125
636	1
637	124416
638	186624
639	32
640	32
641	1408140
642	1024
643	9526319422
644	162
645	24576
646	16807
647	266588042
648	143264
649	16
650	356292
651	7203
652	32
653	1
654	768
655	512
656	20020538
657	10983220
658	1
659	25494
660	56563433
661	124416
662	33445280
663	94054
664	3416961659
665	4666
666	16
667	15034
668	154211500
669	243
670	7323
671	59049
672	100793290
673	32
674	2592
675	1
676	1
677	153
678	1024
679	162
680	1875
681	60000
682	2500
683	16384
684	32
685	7776
686	768
687	32
688	768
689	1
690	16
691	15905
692	3574976
693	512
694	12005
695	768
696	3707935344
697	32
698	30756
699	1902
700	32
701	58454016
702	81
703	32
704	1875
705	2571
706	800000
707	20437
708	7776
709	8192
710	243
711	56523652
712	34
713	23501050354
714	3888
715	1875
716	386
717	394499
718	1
719	1030134646
720	1
721	162
722	243
723	243
724	5184
725	32
726	18652692
727	42681
728	5184
729	768
730	81864
731	1668
732	162
733	768
734	2500
735	3888
736	969584
737	32
738	60000
739	32
740	5184
741	23968
742	1
743	24576
744	70587
745	13123839
746	24576
747	243
748	640000
749	7203
750	100689
751	32
752	934849
753	1
754	32
755	363085632
756	1
757	32
758	1024
759	243
760	512
761	658524
762	3888
763	58720
764	1875
765	161152
766	243
767	465556
768	1024
769	1
770	243
771	32
772	9276
773	40000
774	670325095
775	32
776	162
777	1
778	768
779	16
780	101839
781	3888
782	1024
783	1
784	1024
785	73495592
786	243
787	243
788	1172889
789	16
790	43684740555
791	260137424
792	81
793	1
794	1
795	26726720
796	164658754
797	16
798	256
799	3533240
800	7416
801	16
802	80244
803	32016972
804	153055008
805	5600565
806	32
807	1024
808	1024
809	1
810	81
811	1
812	625
813	32
814	16
815	32
816	16
817	81
818	1
819	85674
820	512
821	89
822	78611559
823	11430
824	14807629
825	3888
826	5401175000
827	768
828	7776
829	82612506
830	162
831	46648
832	625
833	629856
834	1875
835	1182
836	16384
837	3409
838	2392
839	2592
840	7776
841	768
842	1
843	16
844	117128
845	121312
846	1250
847	6480
848	32
849	256
850	32
851	2814912
852	1
853	7776
854	1875
855	2959511016
856	6513020
857	495248
858	512
859	14426000
860	32
861	625
862	173280
863	162
864	847660528
865	32
866	32
867	243
868	1968
869	2500
870	524288
871	528
872	49996
873	2932915
874	1875
875	64620672
876	912698
877	28396
878	16807
879	969721
880	625
881	5184
882	1
883	484153
884	755010
885	14406
886	16
887	307328
888	7776
889	15064668
890	1875
891	107550
892	109951696
893	14509328
894	456656
895	1024
896	32
897	1
898	8966455
899	191236
900	162
901	32
902	5772
903	27108
904	39366
905	102505
906	1024
907	32
908	3610143
909	1
910	512
911	48440013300
912	1049760
913	3564
914	39604
915	162
916	48768
917	117460
918	1024
919	172762
920	216000
921	512
922	23406
923	162
924	39366
925	1145516089
926	844680
927	2220631
928	512
929	2687800
930	342
931	2242372
932	1
933	512
934	821040
935	1102
936	5184
937	145555466
938	1
939	1113760943
940	345744
941	224406
942	1875
943	1
944	243
945	1024
946	9604
947	219600
948	1476
949	32
950	16807
951	17238
952	1
953	214460
954	1024
955	47158
956	3565138136
957	162
958	243
959	1
960	3125
961	629856
962	16
963	2500
964	362
965	362
966	243
967	4009
968	456152401
969	124416
970	162
971	1
972	81
973	847660528
974	59049
975	2592
976	3363
977	1
978	81
979	5184
980	25207826
981	10970223
982	27631
983	243
984	6480
985	625
986	162
987	1
988	44643725
989	1106
990	117128
991	26244
992	80473
993	16384
994	258112
995	1021
996	32
997	16
998	230496
999	1024
1000	32

Final: 17391848518844

Run Time: 4.57 s
